2943.92	26977.3
2985.75	26825.1
2986.58	26307.6
2992.25	26262.4
3026.0	26224.8
3051.83	25484.8
3056.08	25479.1
3065.58	25458.7
3075.08	25458.2
3089.92	25384.8
3114.17	25028.7
3146.75	24931.8
3157.17	24704.5
3177.83	24145.8
3183.5	24048.3
3197.0	24047.6
3212.92	22790.3
3265.92	22363.0
3329.75	22291.2
3330.42	22152.1
3347.0	22151.3
3359.67	21973.2
3364.83	21794.6
3373.75	21427.5
3382.0	21297.1
3396.5	21244.1
3410.92	21036.3
3442.75	21029.3
3473.17	20682.8
3507.67	20482.0
3522.33	20249.6
3558.33	19769.3
3560.33	19700.7
3574.5	19639.7
3587.5	19403.6
3593.0	19336.7
3602.25	19320.4
3604.75	19246.1
3618.75	19165.4
3637.0	18959.5
3694.0	18947.4
3702.75	18839.6
3707.5	18797.7
3730.0	18749.0
3741.5	18736.6
3759.75	18634.9
3769.75	18572.0
3787.75	18491.5
3811.25	18341.0
3831.75	17953.3
3969.5	17935.6
3984.5	17872.7
